"","SC_SEX","BIRTHYEAR","Age","HOURSLEEP05","HOURSLEEP","TOTALHOURS","SCREENTIME","X","X.1","X.2","X.3"
"12912",1,2007,12,0,4,4,4,NA,"",NA,NA
"12913",2,2014,5,5,0,5,4,NA,"",NA,NA
"12914",2,2006,13,0,4,4,4,NA,"",NA,NA
"12915",2,2011,8,0,6,6,3,NA,"",NA,NA
"12916",1,2016,3,5,0,5,1,NA,"",NA,NA
"12917",2,2016,3,5,0,5,2,NA,"",NA,NA
"12918",2,2004,15,0,4,4,4,NA,"",NA,NA
"12919",1,2002,17,0,3,3,4,NA,"",NA,NA
"12920",1,2010,9,0,4,4,5,NA,"",NA,NA
"12921",1,2014,5,5,0,5,2,NA,"",NA,NA
"12922",1,2007,12,0,5,5,5,NA,"",NA,NA
"12923",2,2008,11,0,3,3,4,NA,"",NA,NA
"12924",2,2003,16,0,3,3,4,NA,"",NA,NA
"12925",1,2005,14,0,4,4,2,NA,"",NA,NA
"12926",1,2010,9,0,6,6,3,NA,"",NA,NA
"12927",1,2008,11,0,6,6,4,NA,"",NA,NA
"12928",2,2019,0,4,0,4,1,NA,"",NA,NA
"12929",2,2010,9,0,5,5,3,NA,"",NA,NA
"12930",1,2011,8,0,4,4,2,NA,"",NA,NA
"12931",2,2018,1,4,0,4,1,NA,"",NA,NA
"12932",2,2001,18,0,6,6,2,NA,"",NA,NA
"12933",2,2002,17,0,2,2,3,NA,"",NA,NA
"12934",2,2011,8,0,7,7,2,NA,"",NA,NA
"12935",1,2013,6,0,5,5,3,NA,"",NA,NA
"12936",1,2004,15,0,4,4,4,NA,"",NA,NA
"12937",2,2015,4,5,0,5,4,NA,"",NA,NA
"12938",1,2001,18,0,4,4,5,NA,"",NA,NA
"12939",1,2002,17,0,3,3,4,NA,"",NA,NA
"12940",1,2013,6,0,7,7,3,NA,"",NA,NA
"12941",1,2006,13,0,3,3,4,NA,"",NA,NA
"12942",1,2007,12,0,5,5,1,NA,"",NA,NA
"12943",2,2015,4,4,0,4,1,NA,"",NA,NA
"12944",1,2015,4,4,0,4,3,NA,"",NA,NA
"12945",1,2001,18,0,4,4,4,NA,"",NA,NA
"12946",1,2019,0,0,5,5,5,NA,"",NA,NA
"12947",2,2006,13,0,4,4,2,NA,"",NA,NA
"12948",2,2006,13,0,4,4,4,NA,"",NA,NA
"12949",1,2003,16,0,3,3,3,NA,"",NA,NA
"12950",1,2015,4,5,0,5,2,NA,"",NA,NA
"12951",2,2003,16,0,5,5,5,NA,"",NA,NA
"12952",2,2001,18,0,6,6,2,NA,"",NA,NA
"12953",2,2007,12,0,5,5,3,NA,"",NA,NA
"12954",1,2005,14,0,5,5,3,NA,"",NA,NA
"12955",1,2002,17,0,2,2,5,NA,"",NA,NA
"12956",1,2010,9,0,6,6,2,NA,"",NA,NA
"12957",1,2005,14,0,5,5,1,NA,"",NA,NA
"12958",1,2013,6,5,0,5,4,NA,"",NA,NA
"12959",1,2012,7,0,6,6,2,NA,"",NA,NA
"12960",1,2006,13,0,3,3,3,NA,"",NA,NA
"12961",2,2005,14,0,4,4,2,NA,"",NA,NA
"12962",1,2002,17,0,0,0,0,NA,"",NA,NA
"12963",2,2012,7,0,6,6,3,NA,"",NA,NA
"12964",2,2019,0,7,0,7,1,NA,"",NA,NA
"12965",2,2007,12,0,6,6,1,NA,"",NA,NA
"12966",1,2011,8,0,6,6,3,NA,"",NA,NA
"12967",2,2016,3,5,0,5,3,NA,"",NA,NA
"12968",2,2019,0,5,0,5,1,NA,"",NA,NA
"12969",1,2004,15,0,5,5,5,NA,"",NA,NA
"12970",1,2016,3,7,0,7,2,NA,"",NA,NA
"12971",2,2014,5,4,0,4,1,NA,"",NA,NA
"12972",2,2001,18,0,3,3,2,NA,"",NA,NA
"12973",2,2003,16,0,6,6,5,NA,"",NA,NA
"12974",2,2012,7,0,6,6,3,NA,"",NA,NA
"12975",1,2009,10,0,5,5,2,NA,"",NA,NA
"12976",1,2014,5,5,0,5,2,NA,"",NA,NA
"12977",1,2001,18,0,5,5,5,NA,"",NA,NA
"12978",2,2005,14,0,5,5,5,NA,"",NA,NA
"12979",2,2006,13,0,5,5,5,NA,"",NA,NA
"12980",1,2014,5,5,0,5,2,NA,"",NA,NA
"12981",1,2002,17,0,5,5,4,NA,"",NA,NA
"12982",1,2006,13,0,4,4,5,NA,"",NA,NA
"12983",1,2018,1,5,0,5,1,NA,"",NA,NA
"12984",1,2009,10,0,6,6,1,NA,"",NA,NA
"12985",1,2019,0,3,0,3,1,NA,"",NA,NA
"12986",2,2005,14,0,5,5,3,NA,"",NA,NA
"12987",1,2012,7,0,6,6,2,NA,"",NA,NA
"12988",1,2001,18,0,3,3,4,NA,"",NA,NA
"12989",2,2017,2,7,0,7,2,NA,"",NA,NA
"12990",2,2013,6,5,0,5,2,NA,"",NA,NA
"12991",1,2006,13,0,7,7,1,NA,"",NA,NA
"12992",1,2007,12,0,4,4,3,NA,"",NA,NA
"12993",2,2002,17,0,4,4,5,NA,"",NA,NA
"12994",1,2016,3,3,0,3,1,NA,"",NA,NA
"12995",1,2007,12,0,6,6,4,NA,"",NA,NA
"12996",1,2006,13,0,6,6,5,NA,"",NA,NA
"12997",1,2019,0,0,0,0,0,NA,"",NA,NA
"12998",2,2016,3,5,0,5,3,NA,"",NA,NA
"12999",1,2006,13,0,5,5,5,NA,"",NA,NA
"13000",1,2008,11,0,4,4,5,NA,"",NA,NA
"13001",1,2011,8,4,0,4,4,NA,"",NA,NA
"13002",2,2003,16,0,4,4,3,NA,"",NA,NA
"13003",2,2011,8,0,5,5,4,NA,"",NA,NA
"13004",1,2005,14,0,5,5,3,NA,"",NA,NA
"13005",1,2006,13,0,4,4,3,NA,"",NA,NA
"13006",2,2005,14,0,2,2,4,NA,"",NA,NA
"13007",2,2002,17,0,2,2,2,NA,"",NA,NA
"13008",2,2003,16,0,5,5,3,NA,"",NA,NA
"13009",2,2006,13,0,4,4,2,NA,"",NA,NA
"13010",1,2008,11,0,4,4,2,NA,"",NA,NA
"13011",1,2006,13,0,4,4,3,NA,"",NA,NA
"13012",1,2005,14,0,3,3,3,NA,"",NA,NA
"13013",1,2001,18,0,2,2,5,NA,"",NA,NA
"13014",1,2005,14,0,5,5,4,NA,"",NA,NA
"13015",2,2019,0,0,5,5,2,NA,"",NA,NA
"13016",1,2009,10,0,6,6,1,NA,"",NA,NA
"13017",1,2016,3,7,0,7,3,NA,"",NA,NA
"13018",1,2016,3,7,0,7,3,NA,"",NA,NA
"13019",1,2002,17,0,3,3,3,NA,"",NA,NA
"13020",2,2014,5,6,0,6,2,NA,"",NA,NA
"13021",1,2003,16,0,4,4,5,NA,"",NA,NA
"13022",2,2017,2,2,0,2,3,NA,"",NA,NA
"13023",1,2017,2,7,0,7,1,NA,"",NA,NA
"13024",1,2001,18,0,4,4,3,NA,"",NA,NA
"13025",2,2006,13,0,4,4,4,NA,"",NA,NA
"13026",2,2018,1,7,0,7,1,NA,"",NA,NA
"13027",1,2003,16,0,4,4,5,NA,"",NA,NA
"13028",2,2010,9,0,6,6,3,NA,"",NA,NA
"13029",2,2019,0,0,5,5,4,NA,"",NA,NA
"13030",2,2004,15,0,5,5,4,NA,"",NA,NA
"13031",1,2010,9,0,6,6,4,NA,"",NA,NA
"13032",2,2008,11,0,5,5,5,NA,"",NA,NA
"13033",1,2004,15,0,3,3,5,NA,"",NA,NA
"13034",1,2002,17,0,1,1,5,NA,"",NA,NA
"13035",2,2011,8,0,5,5,2,NA,"",NA,NA
"13036",2,2018,1,7,0,7,4,NA,"",NA,NA
"13037",2,2001,18,0,4,4,2,NA,"",NA,NA
"13038",1,2012,7,0,5,5,5,NA,"",NA,NA
"13039",1,2017,2,7,0,7,2,NA,"",NA,NA
"13040",2,2009,10,0,6,6,3,NA,"",NA,NA
"13041",1,2012,7,0,6,6,3,NA,"",NA,NA
"13042",2,2018,1,7,0,7,1,NA,"",NA,NA
"13043",2,2006,13,0,4,4,2,NA,"",NA,NA
"13044",2,2003,16,0,2,2,3,NA,"",NA,NA
"13045",1,2006,13,0,5,5,3,NA,"",NA,NA
"13046",2,2018,1,7,0,7,1,NA,"",NA,NA
"13047",2,2002,17,0,3,3,3,NA,"",NA,NA
"13048",2,2016,3,5,0,5,2,NA,"",NA,NA
"13049",2,2016,3,7,0,7,2,NA,"",NA,NA
"13050",2,2013,6,3,0,3,3,NA,"",NA,NA
"13051",1,2002,17,0,3,3,5,NA,"",NA,NA
"13052",1,2018,1,7,0,7,4,NA,"",NA,NA
"13053",1,2004,15,0,0,0,0,NA,"",NA,NA
"13054",1,2009,10,0,6,6,2,NA,"",NA,NA
"13055",2,2011,8,0,6,6,1,NA,"",NA,NA
"13056",1,2004,15,0,4,4,5,NA,"",NA,NA
"13057",2,2006,13,0,5,5,4,NA,"",NA,NA
"13058",1,2017,2,5,0,5,2,NA,"",NA,NA
"13059",2,2019,0,0,5,5,2,NA,"",NA,NA
"13060",1,2005,14,0,4,4,2,NA,"",NA,NA
"13061",2,2013,6,5,0,5,2,NA,"",NA,NA
"13062",1,2018,1,7,0,7,1,NA,"",NA,NA
"13063",1,2009,10,0,5,5,2,NA,"",NA,NA
"13064",1,2005,14,0,5,5,3,NA,"",NA,NA
"13065",1,2004,15,0,2,2,4,NA,"",NA,NA
"13066",1,2005,14,0,4,4,4,NA,"",NA,NA
"13067",2,2008,11,0,5,5,3,NA,"",NA,NA
"13068",1,2001,18,0,4,4,4,NA,"",NA,NA
"13069",1,2008,11,0,7,7,4,NA,"",NA,NA
"13070",1,2010,9,0,5,5,2,NA,"",NA,NA
"13071",1,2012,7,0,6,6,3,NA,"",NA,NA
"13072",2,2016,3,5,0,5,2,NA,"",NA,NA
"13073",1,2002,17,0,4,4,1,NA,"",NA,NA
"13074",1,2012,7,0,6,6,4,NA,"",NA,NA
"13075",2,2004,15,0,4,4,3,NA,"",NA,NA
"13076",2,2013,6,0,4,4,3,NA,"",NA,NA
"13077",2,2005,14,0,5,5,3,NA,"",NA,NA
"13078",2,2007,12,0,5,5,4,NA,"",NA,NA
"13079",1,2017,2,6,0,6,1,NA,"",NA,NA
"13080",2,2004,15,0,4,4,4,NA,"",NA,NA
"13081",2,2007,12,0,4,4,3,NA,"",NA,NA
"13082",2,2012,7,0,5,5,2,NA,"",NA,NA
"13083",1,2007,12,0,5,5,5,NA,"",NA,NA
"13084",1,2004,15,0,5,5,3,NA,"",NA,NA
"13085",2,2019,0,0,4,4,5,NA,"",NA,NA
"13086",2,2008,11,0,3,3,2,NA,"",NA,NA
"13087",1,2005,14,0,5,5,3,NA,"",NA,NA
"13088",2,2008,11,0,5,5,5,NA,"",NA,NA
"13089",2,2013,6,0,5,5,2,NA,"",NA,NA
"13090",1,2002,17,0,3,3,3,NA,"",NA,NA
"13091",2,2008,11,0,4,4,2,NA,"",NA,NA
"13092",1,2003,16,0,3,3,3,NA,"",NA,NA
"13093",1,2011,8,0,6,6,5,NA,"",NA,NA
"13094",1,2014,5,7,0,7,1,NA,"",NA,NA
"13095",2,2014,5,6,0,6,2,NA,"",NA,NA
"13096",1,2017,2,6,0,6,3,NA,"",NA,NA
"13097",1,2014,5,3,0,3,4,NA,"",NA,NA
"13098",2,2005,14,0,6,6,5,NA,"",NA,NA
"13099",2,2004,15,0,5,5,3,NA,"",NA,NA
"13100",2,2009,10,0,5,5,3,NA,"",NA,NA
"13101",1,2011,8,0,7,7,4,NA,"",NA,NA
"13102",1,2015,4,5,0,5,1,NA,"",NA,NA
"13103",2,2003,16,0,3,3,5,NA,"",NA,NA
"13104",2,2003,16,0,3,3,3,NA,"",NA,NA
"13105",1,2016,3,5,0,5,1,NA,"",NA,NA
"13106",1,2012,7,0,4,4,3,NA,"",NA,NA
"13107",2,2004,15,0,4,4,5,NA,"",NA,NA
"13108",1,2013,6,5,0,5,2,NA,"",NA,NA
"13109",2,2015,4,6,0,6,3,NA,"",NA,NA
"13110",2,2019,0,0,5,5,3,NA,"",NA,NA
"13111",2,2004,15,0,4,4,5,NA,"",NA,NA
"13112",1,2008,11,0,6,6,4,NA,"",NA,NA
"13113",2,2018,1,5,0,5,1,NA,"",NA,NA
"13114",1,2004,15,0,5,5,5,NA,"",NA,NA
"13115",1,2012,7,0,4,4,5,NA,"",NA,NA
"13116",2,2003,16,0,5,5,4,NA,"",NA,NA
"13117",2,2002,17,0,4,4,4,NA,"",NA,NA
"13118",2,2009,10,0,4,4,3,NA,"",NA,NA
"13119",2,2010,9,0,5,5,3,NA,"",NA,NA
"13120",1,2001,18,0,3,3,4,NA,"",NA,NA
"13121",2,2007,12,0,6,6,1,NA,"",NA,NA
"13122",2,2002,17,0,1,1,5,NA,"",NA,NA
"13123",1,2014,5,5,0,5,4,NA,"",NA,NA
"13124",2,2012,7,0,5,5,1,NA,"",NA,NA
"13125",2,2017,2,2,0,2,2,NA,"",NA,NA
"13126",1,2005,14,0,6,6,4,NA,"",NA,NA
"13127",1,2008,11,0,4,4,5,NA,"",NA,NA
"13128",2,2007,12,0,5,5,5,NA,"",NA,NA
"13129",1,2005,14,0,4,4,4,NA,"",NA,NA
"13130",1,2013,6,3,0,3,3,NA,"",NA,NA
"13131",1,2015,4,3,0,3,5,NA,"",NA,NA
"13132",2,2009,10,0,4,4,2,NA,"",NA,NA
"13133",2,2002,17,0,4,4,1,NA,"",NA,NA
"13134",2,2016,3,6,0,6,1,NA,"",NA,NA
"13135",1,2003,16,0,3,3,3,NA,"",NA,NA
"13136",1,2005,14,0,5,5,4,NA,"",NA,NA
"13137",1,2015,4,3,0,3,2,NA,"",NA,NA
"13138",2,2004,15,0,1,1,5,NA,"",NA,NA
"13139",1,2015,4,7,0,7,4,NA,"",NA,NA
"13140",2,2009,10,0,5,5,4,NA,"",NA,NA
"13141",1,2015,4,4,0,4,3,NA,"",NA,NA
"13142",2,2005,14,0,3,3,5,NA,"",NA,NA
"13143",2,2007,12,0,5,5,4,NA,"",NA,NA
"13144",2,2006,13,0,4,4,1,NA,"",NA,NA
"13145",1,2004,15,0,5,5,4,NA,"",NA,NA
"13146",1,2009,10,0,4,4,3,NA,"",NA,NA
"13147",1,2011,8,0,4,4,3,NA,"",NA,NA
"13148",2,2019,0,0,6,6,1,NA,"",NA,NA
"13149",2,2001,18,0,3,3,3,NA,"",NA,NA
"13150",1,2015,4,4,0,4,3,NA,"",NA,NA
"13151",1,2003,16,0,5,5,4,NA,"",NA,NA
"13152",1,2016,3,0,5,5,1,NA,"",NA,NA
"13153",2,2017,2,3,0,3,3,NA,"",NA,NA
"13154",1,2019,0,7,0,7,1,NA,"",NA,NA
"13155",1,2011,8,0,5,5,2,NA,"",NA,NA
"13156",2,2005,14,0,4,4,3,NA,"",NA,NA
"13157",2,2001,18,0,2,2,5,NA,"",NA,NA
"13158",1,2015,4,5,0,5,4,NA,"",NA,NA
"13159",2,2019,0,7,0,7,1,NA,"",NA,NA
"13160",2,2013,6,0,6,6,3,NA,"",NA,NA
"13161",2,2002,17,0,2,2,4,NA,"",NA,NA
"13162",2,2009,10,0,5,5,5,NA,"",NA,NA
"13163",1,2014,5,4,0,4,1,NA,"",NA,NA
"13164",1,2012,7,0,6,6,2,NA,"",NA,NA
"13165",2,2013,6,4,0,4,2,NA,"",NA,NA
"13166",2,2017,2,5,0,5,1,NA,"",NA,NA
"13167",1,2002,17,0,2,2,5,NA,"",NA,NA
"13168",1,2006,13,0,4,4,4,NA,"",NA,NA
"13169",1,2008,11,0,3,3,3,NA,"",NA,NA
"13170",1,2015,4,7,0,7,4,NA,"",NA,NA
"13171",2,2005,14,0,4,4,5,NA,"",NA,NA
"13172",2,2014,5,4,0,4,2,NA,"",NA,NA
"13173",1,2005,14,0,5,5,3,NA,"",NA,NA
"13174",2,2006,13,0,4,4,4,NA,"",NA,NA
"13175",2,2006,13,0,3,3,4,NA,"",NA,NA
"13176",2,2001,18,0,5,5,4,NA,"",NA,NA
"13177",2,2013,6,4,0,4,4,NA,"",NA,NA
"13178",2,2008,11,0,7,7,4,NA,"",NA,NA
"13179",2,2006,13,0,5,5,3,NA,"",NA,NA
"13180",1,2007,12,0,5,5,3,NA,"",NA,NA
"13181",1,2004,15,0,6,6,4,NA,"",NA,NA
"13182",1,2010,9,0,4,4,2,NA,"",NA,NA
"13183",1,2006,13,0,5,5,5,NA,"",NA,NA
"13184",2,2002,17,0,3,3,3,NA,"",NA,NA
"13185",1,2010,9,0,5,5,1,NA,"",NA,NA
"13186",1,2003,16,0,4,4,3,NA,"",NA,NA
"13187",2,2003,16,0,4,4,4,NA,"",NA,NA
"13188",1,2002,17,0,6,6,4,NA,"",NA,NA
"13189",1,2003,16,0,3,3,5,NA,"",NA,NA
"13190",1,2016,3,5,0,5,3,NA,"",NA,NA
"13191",2,2004,15,0,3,3,2,NA,"",NA,NA
"13192",2,2011,8,0,5,5,2,NA,"",NA,NA
"13193",2,2009,10,0,0,0,0,NA,"",NA,NA
"13194",1,2009,10,0,4,4,4,NA,"",NA,NA
"13195",2,2016,3,7,0,7,1,NA,"",NA,NA
"13196",1,2016,3,3,0,3,1,NA,"",NA,NA
"13197",1,2015,4,3,0,3,4,NA,"",NA,NA
"13198",2,2013,6,5,0,5,3,NA,"",NA,NA
"13199",1,2001,18,0,5,5,5,NA,"",NA,NA
"13200",1,2007,12,0,4,4,3,NA,"",NA,NA
"13201",2,2018,1,5,0,5,1,NA,"",NA,NA
"13202",2,2003,16,0,5,5,5,NA,"",NA,NA
"13203",1,2003,16,0,4,4,3,NA,"",NA,NA
"13204",1,2006,13,0,5,5,5,NA,"",NA,NA
"13205",1,2001,18,0,3,3,4,NA,"",NA,NA
"13206",1,2004,15,0,4,4,3,NA,"",NA,NA
"13207",2,2004,15,0,5,5,5,NA,"",NA,NA
"13208",1,2011,8,0,6,6,3,NA,"",NA,NA
"13209",2,2004,15,0,3,3,3,NA,"",NA,NA
"13210",2,2015,4,6,0,6,2,NA,"",NA,NA
"13211",2,2009,10,0,3,3,3,NA,"",NA,NA
"13212",2,2014,5,5,0,5,3,NA,"",NA,NA
"13213",2,2004,15,0,4,4,3,NA,"",NA,NA
"13214",1,2006,13,0,5,5,5,NA,"",NA,NA
"13215",1,2003,16,0,4,4,5,NA,"",NA,NA
"13216",1,2001,18,0,4,4,5,NA,"",NA,NA
"13217",2,2010,9,0,4,4,5,NA,"",NA,NA
"13218",1,2006,13,0,5,5,2,NA,"",NA,NA
"13219",1,2014,5,4,0,4,5,NA,"",NA,NA
"13220",1,2003,16,0,4,4,3,NA,"",NA,NA
"13221",1,2007,12,0,4,4,3,NA,"",NA,NA
"13222",1,2006,13,0,6,6,5,NA,"",NA,NA
"13223",1,2016,3,5,0,5,3,NA,"",NA,NA
"13224",1,2002,17,0,6,6,5,NA,"",NA,NA
"13225",2,2009,10,0,5,5,2,NA,"",NA,NA
"13226",2,2002,17,0,4,4,4,NA,"",NA,NA
"13227",2,2012,7,0,6,6,1,NA,"",NA,NA
"13228",1,2009,10,0,4,4,5,NA,"",NA,NA
"13229",2,2009,10,0,5,5,5,NA,"",NA,NA
"13230",2,2016,3,5,0,5,3,NA,"",NA,NA
"13231",1,2010,9,0,6,6,2,NA,"",NA,NA
"13232",1,2003,16,0,6,6,5,NA,"",NA,NA
"13233",2,2004,15,0,4,4,3,NA,"",NA,NA
"13234",2,2010,9,0,5,5,3,NA,"",NA,NA
"13235",1,2003,16,0,5,5,2,NA,"",NA,NA
"13236",2,2008,11,0,2,2,1,NA,"",NA,NA
"13237",1,2004,15,0,4,4,5,NA,"",NA,NA
"13238",2,2012,7,0,4,4,1,NA,"",NA,NA
"13239",1,2002,17,0,5,5,4,NA,"",NA,NA
"13240",1,2006,13,0,6,6,4,NA,"",NA,NA
"13241",1,2008,11,0,4,4,2,NA,"",NA,NA
"13242",1,2017,2,3,0,3,1,NA,"",NA,NA
"13243",2,2008,11,0,6,6,4,NA,"",NA,NA
"13244",2,2005,14,0,2,2,4,NA,"",NA,NA
"13245",2,2004,15,0,3,3,4,NA,"",NA,NA
"13246",2,2012,7,0,5,5,5,NA,"",NA,NA
"13247",1,2009,10,0,5,5,2,NA,"",NA,NA
"13248",2,2006,13,0,4,4,4,NA,"",NA,NA
"13249",2,2001,18,0,4,4,4,NA,"",NA,NA
"13250",2,2004,15,0,5,5,5,NA,"",NA,NA
"13251",1,2013,6,0,5,5,4,NA,"",NA,NA
"13252",1,2008,11,0,5,5,5,NA,"",NA,NA
"13253",1,2005,14,0,5,5,2,NA,"",NA,NA
"13254",2,2003,16,0,1,1,4,NA,"",NA,NA
"13255",2,2003,16,0,4,4,3,NA,"",NA,NA
"13256",1,2017,2,6,0,6,1,NA,"",NA,NA
"13257",2,2003,16,0,0,0,5,NA,"",NA,NA
"13258",2,2017,2,7,0,7,1,NA,"",NA,NA
"13259",1,2011,8,0,4,4,3,NA,"",NA,NA
"13260",1,2004,15,0,5,5,4,NA,"",NA,NA
"13261",1,2016,3,7,0,7,2,NA,"",NA,NA
"13262",1,2016,3,4,0,4,5,NA,"",NA,NA
"13263",2,2002,17,0,4,4,4,NA,"",NA,NA
"13264",2,2002,17,0,2,2,5,NA,"",NA,NA
"13265",2,2008,11,0,7,7,1,NA,"",NA,NA
"13266",2,2016,3,5,0,5,5,NA,"",NA,NA
"13267",1,2001,18,0,4,4,4,NA,"",NA,NA
"13268",1,2004,15,0,6,6,5,NA,"",NA,NA
"13269",2,2008,11,0,4,4,3,NA,"",NA,NA
"13270",1,2011,8,0,3,3,4,NA,"",NA,NA
"13271",2,2005,14,0,5,5,5,NA,"",NA,NA
"13272",1,2010,9,0,5,5,3,NA,"",NA,NA
"13273",2,2012,7,0,6,6,2,NA,"",NA,NA
"13274",2,2015,4,4,0,4,1,NA,"",NA,NA
"13275",2,2006,13,0,3,3,4,NA,"",NA,NA
"13276",2,2017,2,7,0,7,2,NA,"",NA,NA
"13277",1,2001,18,0,6,6,5,NA,"",NA,NA
"13278",2,2002,17,0,3,3,5,NA,"",NA,NA
"13279",1,2004,15,0,4,4,3,NA,"",NA,NA
"13280",1,2002,17,0,4,4,5,NA,"",NA,NA
"13281",2,2014,5,6,0,6,2,NA,"",NA,NA
"13282",2,2006,13,0,5,5,4,NA,"",NA,NA
"13283",1,2008,11,0,6,6,3,NA,"",NA,NA
"13284",1,2014,5,4,0,4,1,NA,"",NA,NA
"13285",2,2015,4,7,0,7,3,NA,"",NA,NA
"13286",1,2007,12,0,5,5,4,NA,"",NA,NA
"13287",1,2019,0,0,5,5,2,NA,"",NA,NA
"13288",2,2002,17,0,5,5,5,NA,"",NA,NA
"13289",2,2007,12,0,6,6,3,NA,"",NA,NA
"13290",2,2011,8,0,5,5,2,NA,"",NA,NA
"13291",1,2001,18,0,0,0,0,NA,"",NA,NA
"13292",2,2015,4,7,0,7,2,NA,"",NA,NA
"13293",1,2012,7,0,3,3,2,NA,"",NA,NA
"13294",1,2002,17,0,3,3,5,NA,"",NA,NA
"13295",1,2019,0,0,4,4,4,NA,"",NA,NA
"13296",1,2004,15,0,3,3,4,NA,"",NA,NA
"13297",2,2003,16,0,3,3,3,NA,"",NA,NA
"13298",1,2019,0,7,0,7,3,NA,"",NA,NA
"13299",1,2002,17,0,6,6,5,NA,"",NA,NA
"13300",1,2012,7,0,4,4,5,NA,"",NA,NA
"13301",1,2010,9,0,4,4,2,NA,"",NA,NA
"13302",1,2004,15,0,4,4,5,NA,"",NA,NA
"13303",1,2009,10,0,5,5,3,NA,"",NA,NA
"13304",2,2003,16,0,3,3,5,NA,"",NA,NA
"13305",1,2010,9,0,6,6,2,NA,"",NA,NA
"13306",2,2006,13,0,6,6,5,NA,"",NA,NA
"13307",1,2003,16,0,4,4,5,NA,"",NA,NA
"13308",2,2009,10,0,4,4,4,NA,"",NA,NA
"13309",1,2004,15,0,4,4,5,NA,"",NA,NA
"13310",1,2019,0,0,4,4,4,NA,"",NA,NA
"13311",1,2015,4,5,0,5,1,NA,"",NA,NA
"13312",2,2007,12,0,4,4,3,NA,"",NA,NA
"13313",2,2019,0,7,0,7,2,NA,"",NA,NA
"13314",2,2003,16,0,4,4,3,NA,"",NA,NA
"13315",2,2015,4,6,0,6,2,NA,"",NA,NA
"13316",1,2005,14,0,4,4,5,NA,"",NA,NA
"13317",1,2002,17,0,3,3,5,NA,"",NA,NA
"13318",2,2002,17,0,4,4,5,NA,"",NA,NA
"13319",2,2010,9,0,6,6,1,NA,"",NA,NA
"13320",2,2009,10,0,1,1,5,NA,"",NA,NA
"13321",1,2012,7,0,6,6,3,NA,"",NA,NA
"13322",1,2012,7,0,4,4,1,NA,"",NA,NA
"13323",1,2010,9,0,5,5,2,NA,"",NA,NA
"13324",1,2005,14,0,4,4,2,NA,"",NA,NA
"13325",2,2010,9,0,7,7,4,NA,"",NA,NA
"13326",1,2003,16,0,5,5,4,NA,"",NA,NA
"13327",2,2009,10,0,6,6,4,NA,"",NA,NA
"13328",2,2005,14,0,5,5,1,NA,"",NA,NA
"13329",1,2004,15,0,2,2,3,NA,"",NA,NA
"13330",1,2005,14,0,3,3,4,NA,"",NA,NA
"13331",2,2003,16,0,3,3,5,NA,"",NA,NA
"13332",1,2010,9,0,3,3,2,NA,"",NA,NA
"13333",1,2006,13,0,4,4,5,NA,"",NA,NA
"13334",2,2003,16,0,2,2,3,NA,"",NA,NA
"13335",1,2013,6,5,0,5,2,NA,"",NA,NA
"13336",1,2003,16,0,4,4,4,NA,"",NA,NA
"13337",1,2010,9,0,5,5,3,NA,"",NA,NA
"13338",2,2019,0,5,0,5,1,NA,"",NA,NA
"13339",1,2016,3,7,0,7,1,NA,"",NA,NA
"13340",1,2017,2,7,0,7,4,NA,"",NA,NA
"13341",2,2019,0,5,0,5,1,NA,"",NA,NA
"13342",1,2005,14,0,5,5,4,NA,"",NA,NA
"13343",2,2004,15,0,7,7,4,NA,"",NA,NA
"13344",1,2004,15,0,5,5,1,NA,"",NA,NA
"13345",2,2006,13,0,4,4,2,NA,"",NA,NA
"13346",2,2007,12,0,3,3,5,NA,"",NA,NA
"13347",1,2005,14,0,5,5,4,NA,"",NA,NA
"13348",1,2003,16,0,5,5,4,NA,"",NA,NA
"13349",2,2016,3,5,0,5,3,NA,"",NA,NA
"13350",2,2016,3,5,0,5,2,NA,"",NA,NA
"13351",1,2014,5,4,0,4,4,NA,"",NA,NA
"13352",2,2013,6,4,0,4,2,NA,"",NA,NA
"13353",1,2008,11,0,4,4,3,NA,"",NA,NA
"13354",1,2010,9,0,5,5,1,NA,"",NA,NA
"13355",2,2016,3,6,0,6,1,NA,"",NA,NA
"13356",2,2014,5,3,0,3,5,NA,"",NA,NA
"13357",2,2015,4,4,0,4,4,NA,"",NA,NA
"13358",1,2009,10,0,5,5,5,NA,"",NA,NA
"13359",2,2008,11,0,4,4,1,NA,"",NA,NA
"13360",2,2007,12,0,5,5,4,NA,"",NA,NA
"13361",1,2016,3,4,0,4,5,NA,"",NA,NA
"13362",2,2008,11,0,5,5,4,NA,"",NA,NA
"13363",1,2019,0,3,0,3,1,NA,"",NA,NA
"13364",1,2018,1,7,0,7,1,NA,"",NA,NA
"13365",2,2012,7,0,5,5,3,NA,"",NA,NA
"13366",1,2004,15,0,6,6,3,NA,"",NA,NA
"13367",2,2005,14,0,3,3,4,NA,"",NA,NA
"13368",1,2015,4,7,0,7,4,NA,"",NA,NA
"13369",1,2014,5,7,0,7,4,NA,"",NA,NA
"13370",2,2005,14,0,3,3,5,NA,"",NA,NA
"13371",2,2003,16,0,4,4,5,NA,"",NA,NA
"13372",1,2014,5,6,0,6,1,NA,"",NA,NA
"13373",1,2004,15,0,5,5,3,NA,"",NA,NA
"13374",2,2015,4,6,0,6,3,NA,"",NA,NA
"13375",1,2006,13,0,4,4,4,NA,"",NA,NA
