"","SC_SEX","BIRTHYEAR","Age","HOURSLEEP05","HOURSLEEP","TOTALHOURS","SCREENTIME","X","X.1","X.2","X.3"
"472",2,2002,17,0,5,5,3,NA,"",NA,NA
"473",1,2016,3,7,0,7,1,NA,"",NA,NA
"474",2,2013,6,5,0,5,1,NA,"",NA,NA
"475",1,2005,14,0,4,4,4,NA,"",NA,NA
"476",1,2012,7,0,5,5,4,NA,"",NA,NA
"477",2,2012,7,0,4,4,2,NA,"",NA,NA
"478",1,2012,7,0,5,5,2,NA,"",NA,NA
"479",2,2007,12,0,5,5,3,NA,"",NA,NA
"480",2,2019,0,7,0,7,1,NA,"",NA,NA
"481",2,2001,18,0,3,3,3,NA,"",NA,NA
"482",1,2002,17,0,4,4,3,NA,"",NA,NA
"483",2,2010,9,0,5,5,3,NA,"",NA,NA
"484",1,2019,0,0,4,4,0,NA,"",NA,NA
"485",1,2006,13,0,5,5,3,NA,"",NA,NA
"486",1,2008,11,0,4,4,4,NA,"",NA,NA
"487",1,2009,10,0,5,5,4,NA,"",NA,NA
"488",2,2005,14,0,4,4,2,NA,"",NA,NA
"489",1,2011,8,0,3,3,3,NA,"",NA,NA
"490",2,2009,10,0,5,5,2,NA,"",NA,NA
"491",2,2004,15,0,4,4,2,NA,"",NA,NA
"492",2,2019,0,7,0,7,1,NA,"",NA,NA
"493",2,2006,13,0,4,4,5,NA,"",NA,NA
"494",2,2003,16,0,4,4,3,NA,"",NA,NA
"495",1,2015,4,7,0,7,1,NA,"",NA,NA
"496",2,2002,17,0,6,6,3,NA,"",NA,NA
"497",1,2002,17,0,4,4,3,NA,"",NA,NA
"498",2,2010,9,0,4,4,1,NA,"",NA,NA
"499",1,2009,10,0,4,4,2,NA,"",NA,NA
"500",1,2006,13,0,6,6,5,NA,"",NA,NA
"501",1,2005,14,0,4,4,5,NA,"",NA,NA
"502",1,2002,17,0,4,4,3,NA,"",NA,NA
"503",1,2003,16,0,5,5,4,NA,"",NA,NA
"504",2,2018,1,5,0,5,3,NA,"",NA,NA
"505",1,2012,7,0,7,7,2,NA,"",NA,NA
"506",2,2002,17,0,2,2,5,NA,"",NA,NA
"507",1,2009,10,0,4,4,3,NA,"",NA,NA
"508",1,2013,6,0,7,7,3,NA,"",NA,NA
"509",1,2018,1,6,0,6,1,NA,"",NA,NA
"510",1,2002,17,0,4,4,4,NA,"",NA,NA
"511",2,2017,2,5,0,5,1,NA,"",NA,NA
"512",2,2010,9,0,6,6,3,NA,"",NA,NA
"513",2,2008,11,0,4,4,2,NA,"",NA,NA
"514",2,2001,18,0,4,4,4,NA,"",NA,NA
"515",1,2016,3,5,0,5,3,NA,"",NA,NA
"516",1,2012,7,0,5,5,2,NA,"",NA,NA
"517",2,2007,12,0,5,5,4,NA,"",NA,NA
"518",2,2002,17,0,2,2,3,NA,"",NA,NA
"519",1,2005,14,0,4,4,5,NA,"",NA,NA
"520",1,2008,11,0,4,4,2,NA,"",NA,NA
"521",1,2015,4,5,0,5,3,NA,"",NA,NA
"522",2,2015,4,5,0,5,5,NA,"",NA,NA
"523",1,2008,11,0,4,4,3,NA,"",NA,NA
"524",1,2003,16,0,0,0,0,NA,"",NA,NA
"525",2,2006,13,0,5,5,5,NA,"",NA,NA
"526",1,2008,11,0,4,4,3,NA,"",NA,NA
"527",2,2006,13,0,5,5,4,NA,"",NA,NA
"528",1,2004,15,0,4,4,4,NA,"",NA,NA
"529",1,2002,17,0,3,3,5,NA,"",NA,NA
"530",1,2001,18,0,5,5,4,NA,"",NA,NA
"531",1,2019,0,7,0,7,1,NA,"",NA,NA
"532",1,2004,15,0,3,3,4,NA,"",NA,NA
"533",1,2004,15,0,4,4,5,NA,"",NA,NA
"534",1,2009,10,0,5,5,5,NA,"",NA,NA
"535",2,2008,11,0,6,6,2,NA,"",NA,NA
"536",2,2010,9,0,6,6,3,NA,"",NA,NA
"537",1,2016,3,7,0,7,3,NA,"",NA,NA
"538",1,2005,14,0,4,4,3,NA,"",NA,NA
"539",2,2016,3,5,0,5,5,NA,"",NA,NA
"540",1,2013,6,6,0,6,3,NA,"",NA,NA
"541",1,2013,6,2,0,2,1,NA,"",NA,NA
"542",2,2005,14,0,5,5,4,NA,"",NA,NA
"543",1,2013,6,4,0,4,5,NA,"",NA,NA
"544",1,2007,12,0,4,4,4,NA,"",NA,NA
"545",1,2003,16,0,3,3,2,NA,"",NA,NA
"546",2,2002,17,0,3,3,3,NA,"",NA,NA
"547",2,2015,4,3,0,3,3,NA,"",NA,NA
"548",1,2006,13,0,4,4,4,NA,"",NA,NA
"549",1,2002,17,0,3,3,5,NA,"",NA,NA
"550",1,2001,18,0,4,4,5,NA,"",NA,NA
"551",1,2005,14,0,4,4,5,NA,"",NA,NA
"552",2,2013,6,6,0,6,4,NA,"",NA,NA
"553",2,2015,4,7,0,7,2,NA,"",NA,NA
"554",2,2010,9,0,3,3,5,NA,"",NA,NA
"555",2,2014,5,5,0,5,3,NA,"",NA,NA
"556",1,2006,13,0,4,4,5,NA,"",NA,NA
"557",2,2015,4,4,0,4,2,NA,"",NA,NA
"558",1,2007,12,0,5,5,3,NA,"",NA,NA
"559",1,2004,15,0,3,3,2,NA,"",NA,NA
"560",2,2007,12,0,5,5,3,NA,"",NA,NA
"561",1,2003,16,0,4,4,5,NA,"",NA,NA
"562",1,2011,8,0,5,5,3,NA,"",NA,NA
"563",1,2002,17,0,3,3,4,NA,"",NA,NA
"564",1,2011,8,0,4,4,3,NA,"",NA,NA
"565",2,2014,5,5,0,5,1,NA,"",NA,NA
"566",1,2015,4,5,0,5,3,NA,"",NA,NA
"567",2,2003,16,0,3,3,3,NA,"",NA,NA
"568",2,2017,2,5,0,5,3,NA,"",NA,NA
"569",2,2009,10,0,6,6,3,NA,"",NA,NA
"570",1,2016,3,7,0,7,3,NA,"",NA,NA
"571",1,2015,4,5,0,5,2,NA,"",NA,NA
"572",1,2018,1,6,0,6,2,NA,"",NA,NA
"573",1,2011,8,0,4,4,3,NA,"",NA,NA
"574",2,2004,15,0,7,7,3,NA,"",NA,NA
"575",2,2015,4,6,0,6,1,NA,"",NA,NA
"576",1,2008,11,0,4,4,3,NA,"",NA,NA
"577",1,2006,13,0,6,6,2,NA,"",NA,NA
"578",1,2014,5,6,0,6,2,NA,"",NA,NA
"579",2,2013,6,5,0,5,2,NA,"",NA,NA
"580",2,2003,16,0,4,4,5,NA,"",NA,NA
"581",1,2010,9,0,4,4,3,NA,"",NA,NA
"582",1,2014,5,5,0,5,1,NA,"",NA,NA
"583",2,2002,17,0,3,3,5,NA,"",NA,NA
"584",1,2008,11,0,4,4,2,NA,"",NA,NA
"585",1,2018,1,6,0,6,2,NA,"",NA,NA
"586",1,2015,4,6,0,6,3,NA,"",NA,NA
"587",1,2004,15,0,4,4,5,NA,"",NA,NA
"588",1,2009,10,0,7,7,2,NA,"",NA,NA
"589",2,2009,10,0,5,5,3,NA,"",NA,NA
"590",2,2006,13,0,4,4,2,NA,"",NA,NA
"591",1,2010,9,0,6,6,2,NA,"",NA,NA
"592",1,2016,3,5,0,5,2,NA,"",NA,NA
"593",1,2010,9,0,4,4,0,NA,"",NA,NA
"594",1,2007,12,0,5,5,3,NA,"",NA,NA
"595",2,2004,15,0,5,5,3,NA,"",NA,NA
"596",1,2002,17,0,4,4,5,NA,"",NA,NA
"597",2,2016,3,5,0,5,2,NA,"",NA,NA
"598",2,2016,3,7,0,7,4,NA,"",NA,NA
"599",2,2017,2,7,0,7,4,NA,"",NA,NA
"600",1,2006,13,0,4,4,4,NA,"",NA,NA
"601",1,2002,17,0,4,4,3,NA,"",NA,NA
"602",1,2012,7,0,4,4,3,NA,"",NA,NA
"603",1,2009,10,0,4,4,3,NA,"",NA,NA
"604",2,2005,14,0,5,5,3,NA,"",NA,NA
"605",1,2018,1,7,0,7,1,NA,"",NA,NA
"606",1,2017,2,7,0,7,1,NA,"",NA,NA
"607",2,2006,13,0,4,4,5,NA,"",NA,NA
"608",2,2018,1,6,0,6,4,NA,"",NA,NA
"609",1,2008,11,0,4,4,5,NA,"",NA,NA
"610",2,2001,18,0,4,4,0,NA,"",NA,NA
"611",2,2008,11,0,5,5,2,NA,"",NA,NA
"612",1,2011,8,0,5,5,3,NA,"",NA,NA
"613",2,2008,11,0,5,5,5,NA,"",NA,NA
"614",1,2002,17,0,4,4,5,NA,"",NA,NA
"615",1,2017,2,5,0,5,2,NA,"",NA,NA
"616",2,2016,3,5,0,5,1,NA,"",NA,NA
"617",1,2002,17,0,2,2,5,NA,"",NA,NA
"618",2,2007,12,0,3,3,3,NA,"",NA,NA
"619",1,2016,3,7,0,7,3,NA,"",NA,NA
"620",2,2018,1,5,0,5,4,NA,"",NA,NA
"621",2,2013,6,5,0,5,4,NA,"",NA,NA
"622",2,2007,12,0,6,6,3,NA,"",NA,NA
"623",1,2005,14,0,4,4,2,NA,"",NA,NA
"624",2,2015,4,4,0,4,3,NA,"",NA,NA
"625",2,2019,0,7,0,7,1,NA,"",NA,NA
"626",1,2014,5,6,0,6,1,NA,"",NA,NA
"627",1,2009,10,0,4,4,2,NA,"",NA,NA
"628",2,2002,17,0,5,5,5,NA,"",NA,NA
"629",2,2010,9,0,2,2,3,NA,"",NA,NA
"630",2,2005,14,0,4,4,4,NA,"",NA,NA
"631",1,2008,11,0,5,5,4,NA,"",NA,NA
"632",2,2003,16,0,3,3,5,NA,"",NA,NA
"633",1,2014,5,7,0,7,1,NA,"",NA,NA
"634",2,2008,11,0,4,4,3,NA,"",NA,NA
"635",2,2004,15,0,4,4,4,NA,"",NA,NA
"636",2,2013,6,0,4,4,5,NA,"",NA,NA
"637",2,2001,18,0,3,3,5,NA,"",NA,NA
"638",2,2009,10,0,5,5,3,NA,"",NA,NA
"639",1,2015,4,5,0,5,1,NA,"",NA,NA
"640",1,2002,17,0,4,4,5,NA,"",NA,NA
"641",1,2013,6,0,6,6,4,NA,"",NA,NA
"642",1,2011,8,0,6,6,1,NA,"",NA,NA
"643",1,2015,4,4,0,4,2,NA,"",NA,NA
"644",2,2010,9,0,5,5,2,NA,"",NA,NA
"645",1,2016,3,7,0,7,1,NA,"",NA,NA
"646",2,2015,4,6,0,6,4,NA,"",NA,NA
"647",2,2010,9,0,5,5,3,NA,"",NA,NA
"648",2,2006,13,0,6,6,3,NA,"",NA,NA
"649",1,2011,8,0,6,6,3,NA,"",NA,NA
"650",1,2009,10,0,4,4,5,NA,"",NA,NA
"651",2,2004,15,0,5,5,5,NA,"",NA,NA
"652",1,2001,18,0,3,3,4,NA,"",NA,NA
"653",2,2004,15,0,7,7,4,NA,"",NA,NA
"654",2,2016,3,5,0,5,3,NA,"",NA,NA
"655",1,2008,11,0,6,6,3,NA,"",NA,NA
"656",2,2015,4,6,0,6,4,NA,"",NA,NA
"657",2,2010,9,0,7,7,3,NA,"",NA,NA
"658",2,2014,5,6,0,6,2,NA,"",NA,NA
"659",1,2002,17,0,3,3,5,NA,"",NA,NA
"660",2,2015,4,7,0,7,5,NA,"",NA,NA
"661",1,2018,1,7,0,7,1,NA,"",NA,NA
"662",1,2002,17,0,4,4,2,NA,"",NA,NA
"663",2,2004,15,0,4,4,4,NA,"",NA,NA
"664",2,2003,16,0,4,4,5,NA,"",NA,NA
"665",1,2015,4,5,0,5,3,NA,"",NA,NA
"666",2,2019,0,0,6,6,1,NA,"",NA,NA
"667",2,2013,6,4,0,4,2,NA,"",NA,NA
"668",2,2005,14,0,5,5,4,NA,"",NA,NA
"669",2,2008,11,0,4,4,5,NA,"",NA,NA
"670",1,2011,8,0,5,5,1,NA,"",NA,NA
"671",1,2014,5,5,0,5,3,NA,"",NA,NA
"672",1,2003,16,0,4,4,1,NA,"",NA,NA
"673",2,2001,18,0,7,7,3,NA,"",NA,NA
"674",2,2018,1,4,0,4,3,NA,"",NA,NA
"675",1,2016,3,6,0,6,3,NA,"",NA,NA
"676",2,2012,7,0,4,4,1,NA,"",NA,NA
"677",1,2014,5,5,0,5,4,NA,"",NA,NA
"678",1,2019,0,5,0,5,3,NA,"",NA,NA
"679",1,2002,17,0,4,4,3,NA,"",NA,NA
"680",1,2001,18,0,3,3,3,NA,"",NA,NA
"681",1,2005,14,0,5,5,5,NA,"",NA,NA
"682",1,2017,2,7,0,7,2,NA,"",NA,NA
"683",1,2004,15,0,5,5,2,NA,"",NA,NA
"684",2,2002,17,0,5,5,4,NA,"",NA,NA
"685",1,2015,4,5,0,5,1,NA,"",NA,NA
"686",2,2006,13,0,3,3,2,NA,"",NA,NA
"687",2,2011,8,0,6,6,1,NA,"",NA,NA
"688",2,2016,3,5,0,5,3,NA,"",NA,NA
"689",1,2010,9,0,5,5,2,NA,"",NA,NA
"690",2,2018,1,7,0,7,1,NA,"",NA,NA
"691",1,2008,11,0,4,4,4,NA,"",NA,NA
"692",2,2015,4,7,0,7,2,NA,"",NA,NA
"693",2,2006,13,0,4,4,5,NA,"",NA,NA
"694",1,2017,2,7,0,7,1,NA,"",NA,NA
"695",2,2004,15,0,6,6,5,NA,"",NA,NA
"696",2,2005,14,0,4,4,5,NA,"",NA,NA
"697",2,2007,12,0,5,5,5,NA,"",NA,NA
"698",2,2006,13,0,5,5,5,NA,"",NA,NA
"699",1,2006,13,0,5,5,5,NA,"",NA,NA
"700",1,2015,4,5,0,5,3,NA,"",NA,NA
"701",1,2016,3,5,0,5,2,NA,"",NA,NA
"702",1,2018,1,4,0,4,1,NA,"",NA,NA
"703",2,2007,12,0,5,5,3,NA,"",NA,NA
"704",1,2008,11,0,5,5,4,NA,"",NA,NA
"705",1,2006,13,0,5,5,2,NA,"",NA,NA
"706",1,2014,5,3,0,3,3,NA,"",NA,NA
"707",2,2005,14,0,4,4,5,NA,"",NA,NA
"708",1,2017,2,5,0,5,5,NA,"",NA,NA
"709",1,2003,16,0,3,3,3,NA,"",NA,NA
"710",2,2002,17,0,3,3,5,NA,"",NA,NA
"711",2,2017,2,6,0,6,1,NA,"",NA,NA
"712",1,2015,4,7,0,7,3,NA,"",NA,NA
"713",2,2019,0,0,3,3,4,NA,"",NA,NA
"714",1,2004,15,0,3,3,3,NA,"",NA,NA
"715",1,2005,14,0,5,5,3,NA,"",NA,NA
"716",2,2004,15,0,4,4,1,NA,"",NA,NA
"717",1,2003,16,0,0,0,0,NA,"",NA,NA
"718",1,2014,5,4,0,4,5,NA,"",NA,NA
"719",2,2003,16,0,5,5,4,NA,"",NA,NA
"720",1,2001,18,0,5,5,4,NA,"",NA,NA
"721",2,2013,6,5,0,5,3,NA,"",NA,NA
"722",1,2002,17,0,4,4,5,NA,"",NA,NA
"723",2,2001,18,0,4,4,4,NA,"",NA,NA
"724",2,2002,17,0,5,5,3,NA,"",NA,NA
"725",2,2012,7,0,5,5,3,NA,"",NA,NA
"726",1,2012,7,0,4,4,4,NA,"",NA,NA
"727",2,2013,6,3,0,3,5,NA,"",NA,NA
"728",1,2002,17,0,5,5,4,NA,"",NA,NA
"729",2,2004,15,0,4,4,2,NA,"",NA,NA
"730",1,2011,8,0,7,7,5,NA,"",NA,NA
"731",2,2010,9,0,5,5,4,NA,"",NA,NA
"732",2,2002,17,0,2,2,4,NA,"",NA,NA
"733",1,2008,11,0,6,6,5,NA,"",NA,NA
"734",2,2010,9,0,4,4,2,NA,"",NA,NA
"735",2,2018,1,7,0,7,1,NA,"",NA,NA
"736",2,2003,16,0,4,4,3,NA,"",NA,NA
"737",1,2018,1,7,0,7,1,NA,"",NA,NA
"738",1,2017,2,7,0,7,1,NA,"",NA,NA
"739",1,2009,10,0,4,4,1,NA,"",NA,NA
"740",2,2012,7,0,6,6,4,NA,"",NA,NA
"741",1,2014,5,5,0,5,1,NA,"",NA,NA
"742",1,2013,6,0,4,4,3,NA,"",NA,NA
"743",2,2018,1,7,0,7,1,NA,"",NA,NA
"744",2,2015,4,5,0,5,2,NA,"",NA,NA
"745",1,2006,13,0,6,6,3,NA,"",NA,NA
"746",2,2011,8,0,6,6,2,NA,"",NA,NA
"747",2,2012,7,0,6,6,4,NA,"",NA,NA
"748",2,2002,17,0,4,4,5,NA,"",NA,NA
"749",1,2005,14,0,3,3,3,NA,"",NA,NA
"750",1,2002,17,0,3,3,1,NA,"",NA,NA
"751",1,2008,11,0,5,5,2,NA,"",NA,NA
"752",1,2004,15,0,4,4,4,NA,"",NA,NA
"753",1,2002,17,0,4,4,5,NA,"",NA,NA
"754",2,2008,11,0,5,5,3,NA,"",NA,NA
"755",1,2007,12,0,5,5,3,NA,"",NA,NA
"756",1,2009,10,0,4,4,2,NA,"",NA,NA
"757",2,2012,7,0,6,6,2,NA,"",NA,NA
"758",2,2010,9,0,5,5,5,NA,"",NA,NA
"759",1,2013,6,0,6,6,2,NA,"",NA,NA
"760",2,2001,18,0,1,1,5,NA,"",NA,NA
"761",1,2016,3,6,0,6,3,NA,"",NA,NA
"762",1,2013,6,0,5,5,2,NA,"",NA,NA
"763",2,2005,14,0,4,4,5,NA,"",NA,NA
"764",1,2006,13,0,5,5,5,NA,"",NA,NA
"765",1,2014,5,5,0,5,2,NA,"",NA,NA
"766",1,2008,11,0,5,5,1,NA,"",NA,NA
"767",1,2011,8,0,5,5,1,NA,"",NA,NA
"768",1,2010,9,0,4,4,3,NA,"",NA,NA
"769",1,2019,0,0,5,5,1,NA,"",NA,NA
"770",1,2006,13,0,5,5,5,NA,"",NA,NA
"771",1,2008,11,0,6,6,5,NA,"",NA,NA
"772",1,2013,6,5,0,5,3,NA,"",NA,NA
"773",2,2014,5,6,0,6,4,NA,"",NA,NA
"774",2,2017,2,6,0,6,2,NA,"",NA,NA
"775",2,2015,4,2,0,2,1,NA,"",NA,NA
"776",1,2009,10,0,3,3,3,NA,"",NA,NA
"777",1,2006,13,0,4,4,4,NA,"",NA,NA
"778",2,2002,17,0,3,3,5,NA,"",NA,NA
"779",1,2017,2,5,0,5,1,NA,"",NA,NA
"780",1,2016,3,7,0,7,2,NA,"",NA,NA
"781",2,2003,16,0,5,5,5,NA,"",NA,NA
"782",2,2017,2,7,0,7,1,NA,"",NA,NA
"783",2,2014,5,7,0,7,3,NA,"",NA,NA
"784",2,2019,0,7,0,7,1,NA,"",NA,NA
"785",1,2003,16,0,4,4,3,NA,"",NA,NA
"786",1,2005,14,0,6,6,3,NA,"",NA,NA
"787",2,2004,15,0,4,4,4,NA,"",NA,NA
"788",1,2005,14,0,3,3,3,NA,"",NA,NA
"789",2,2014,5,3,0,3,5,NA,"",NA,NA
"790",1,2006,13,0,4,4,3,NA,"",NA,NA
"791",2,2006,13,0,3,3,3,NA,"",NA,NA
"792",1,2005,14,0,4,4,4,NA,"",NA,NA
"793",1,2008,11,0,3,3,4,NA,"",NA,NA
"794",2,2019,0,4,0,4,2,NA,"",NA,NA
"795",2,2016,3,4,0,4,2,NA,"",NA,NA
"796",1,2005,14,0,6,6,2,NA,"",NA,NA
"797",2,2006,13,0,6,6,3,NA,"",NA,NA
"798",2,2004,15,0,4,4,3,NA,"",NA,NA
"799",1,2019,0,0,5,5,3,NA,"",NA,NA
"800",2,2005,14,0,4,4,3,NA,"",NA,NA
"801",2,2018,1,6,0,6,2,NA,"",NA,NA
"802",2,2006,13,0,4,4,3,NA,"",NA,NA
"803",1,2002,17,0,5,5,5,NA,"",NA,NA
"804",1,2010,9,0,4,4,3,NA,"",NA,NA
"805",1,2016,3,5,0,5,2,NA,"",NA,NA
"806",1,2001,18,0,4,4,4,NA,"",NA,NA
"807",1,2004,15,0,4,4,4,NA,"",NA,NA
"808",1,2012,7,0,5,5,2,NA,"",NA,NA
"809",1,2003,16,0,4,4,3,NA,"",NA,NA
"810",1,2008,11,0,4,4,3,NA,"",NA,NA
"811",2,2003,16,0,4,4,3,NA,"",NA,NA
"812",2,2009,10,0,6,6,2,NA,"",NA,NA
"813",1,2002,17,0,3,3,3,NA,"",NA,NA
"814",2,2009,10,0,5,5,3,NA,"",NA,NA
"815",1,2009,10,0,5,5,5,NA,"",NA,NA
"816",1,2002,17,0,4,4,2,NA,"",NA,NA
"817",1,2007,12,0,4,4,2,NA,"",NA,NA
"818",1,2004,15,0,4,4,5,NA,"",NA,NA
"819",2,2014,5,5,0,5,2,NA,"",NA,NA
"820",1,2014,5,0,4,4,5,NA,"",NA,NA
"821",2,2014,5,6,0,6,3,NA,"",NA,NA
"822",2,2013,6,0,4,4,2,NA,"",NA,NA
"823",1,2014,5,6,0,6,4,NA,"",NA,NA
"824",2,2018,1,7,0,7,1,NA,"",NA,NA
"825",1,2009,10,0,4,4,5,NA,"",NA,NA
"826",1,2009,10,0,4,4,3,NA,"",NA,NA
"827",1,2008,11,0,4,4,5,NA,"",NA,NA
"828",2,2007,12,0,5,5,3,NA,"",NA,NA
"829",1,2010,9,0,6,6,1,NA,"",NA,NA
"830",1,2004,15,0,5,5,3,NA,"",NA,NA
"831",1,2017,2,4,0,4,5,NA,"",NA,NA
"832",1,2002,17,0,4,4,5,NA,"",NA,NA
"833",1,2019,0,0,4,4,5,NA,"",NA,NA
"834",1,2001,18,0,2,2,5,NA,"",NA,NA
"835",2,2019,0,0,5,5,2,NA,"",NA,NA
"836",2,2018,1,4,0,4,2,NA,"",NA,NA
"837",1,2010,9,0,5,5,5,NA,"",NA,NA
"838",1,2005,14,0,4,4,3,NA,"",NA,NA
"839",2,2017,2,7,0,7,1,NA,"",NA,NA
"840",2,2005,14,0,3,3,2,NA,"",NA,NA
"841",1,2007,12,0,6,6,1,NA,"",NA,NA
"842",1,2009,10,0,6,6,4,NA,"",NA,NA
"843",1,2014,5,6,0,6,5,NA,"",NA,NA
"844",1,2006,13,0,4,4,5,NA,"",NA,NA
"845",2,2009,10,0,5,5,4,NA,"",NA,NA
"846",2,2009,10,0,4,4,3,NA,"",NA,NA
"847",2,2010,9,0,5,5,1,NA,"",NA,NA
"848",1,2014,5,3,0,3,2,NA,"",NA,NA
"849",1,2002,17,0,2,2,5,NA,"",NA,NA
"850",1,2002,17,0,3,3,3,NA,"",NA,NA
"851",1,2009,10,0,3,3,5,NA,"",NA,NA
"852",2,2016,3,3,0,3,2,NA,"",NA,NA
"853",1,2010,9,0,4,4,2,NA,"",NA,NA
"854",2,2002,17,0,3,3,5,NA,"",NA,NA
"855",1,2003,16,0,2,2,4,NA,"",NA,NA
"856",2,2002,17,0,5,5,5,NA,"",NA,NA
"857",1,2014,5,5,0,5,5,NA,"",NA,NA
"858",1,2016,3,5,0,5,4,NA,"",NA,NA
"859",1,2006,13,0,4,4,4,NA,"",NA,NA
"860",1,2007,12,0,4,4,3,NA,"",NA,NA
"861",2,2010,9,0,5,5,1,NA,"",NA,NA
"862",2,2016,3,6,0,6,4,NA,"",NA,NA
"863",1,2014,5,3,0,3,5,NA,"",NA,NA
"864",2,2004,15,0,5,5,4,NA,"",NA,NA
"865",1,2017,2,7,0,7,1,NA,"",NA,NA
"866",2,2002,17,0,4,4,5,NA,"",NA,NA
"867",1,2004,15,0,4,4,3,NA,"",NA,NA
"868",1,2010,9,0,4,4,5,NA,"",NA,NA
"869",1,2003,16,0,3,3,4,NA,"",NA,NA
"870",2,2002,17,0,6,6,5,NA,"",NA,NA
"871",2,2003,16,0,3,3,5,NA,"",NA,NA
"872",1,2003,16,0,4,4,2,NA,"",NA,NA
"873",2,2014,5,3,0,3,2,NA,"",NA,NA
"874",1,2004,15,0,4,4,4,NA,"",NA,NA
"875",1,2010,9,0,6,6,1,NA,"",NA,NA
"876",2,2002,17,0,4,4,5,NA,"",NA,NA
"877",1,2011,8,0,5,5,4,NA,"",NA,NA
"878",1,2009,10,0,3,3,3,NA,"",NA,NA
"879",1,2004,15,0,4,4,4,NA,"",NA,NA
"880",1,2002,17,0,6,6,5,NA,"",NA,NA
"881",2,2003,16,0,1,1,1,NA,"",NA,NA
"882",1,2006,13,0,5,5,2,NA,"",NA,NA
"883",1,2007,12,0,6,6,4,NA,"",NA,NA
"884",1,2017,2,3,0,3,1,NA,"",NA,NA
"885",1,2002,17,0,5,5,4,NA,"",NA,NA
"886",2,2005,14,0,5,5,3,NA,"",NA,NA
"887",1,2006,13,0,5,5,3,NA,"",NA,NA
"888",2,2012,7,0,4,4,3,NA,"",NA,NA
"889",1,2017,2,4,0,4,1,NA,"",NA,NA
"890",2,2002,17,0,2,2,3,NA,"",NA,NA
"891",1,2019,0,7,0,7,1,NA,"",NA,NA
"892",2,2002,17,0,4,4,1,NA,"",NA,NA
"893",1,2010,9,0,7,7,3,NA,"",NA,NA
"894",2,2011,8,0,7,7,3,NA,"",NA,NA
"895",1,2013,6,0,6,6,3,NA,"",NA,NA
"896",1,2013,6,4,0,4,3,NA,"",NA,NA
"897",2,2001,18,0,4,4,5,NA,"",NA,NA
"898",1,2009,10,0,6,6,1,NA,"",NA,NA
"899",1,2007,12,0,3,3,4,NA,"",NA,NA
"900",2,2013,6,0,6,6,3,NA,"",NA,NA
"901",2,2019,0,7,0,7,1,NA,"",NA,NA
"902",1,2008,11,0,4,4,5,NA,"",NA,NA
"903",1,2013,6,0,5,5,2,NA,"",NA,NA
"904",1,2013,6,0,7,7,4,NA,"",NA,NA
"905",2,2015,4,6,0,6,2,NA,"",NA,NA
"906",2,2006,13,0,6,6,4,NA,"",NA,NA
"907",1,2012,7,0,6,6,5,NA,"",NA,NA
"908",2,2018,1,6,0,6,1,NA,"",NA,NA
"909",1,2019,0,4,0,4,1,NA,"",NA,NA
"910",1,2003,16,0,5,5,4,NA,"",NA,NA
"911",2,2013,6,5,0,5,2,NA,"",NA,NA
"912",2,2013,6,0,5,5,2,NA,"",NA,NA
"913",2,2009,10,0,6,6,2,NA,"",NA,NA
"914",2,2005,14,0,4,4,1,NA,"",NA,NA
"915",1,2009,10,0,4,4,3,NA,"",NA,NA
"916",1,2013,6,0,5,5,3,NA,"",NA,NA
"917",2,2008,11,0,4,4,2,NA,"",NA,NA
"918",1,2004,15,0,4,4,3,NA,"",NA,NA
"919",2,2002,17,0,4,4,5,NA,"",NA,NA
"920",1,2012,7,0,5,5,3,NA,"",NA,NA
"921",2,2007,12,0,4,4,5,NA,"",NA,NA
"922",2,2018,1,6,0,6,3,NA,"",NA,NA
"923",1,2014,5,3,0,3,4,NA,"",NA,NA
"924",2,2005,14,0,7,7,3,NA,"",NA,NA
"925",1,2002,17,0,2,2,5,NA,"",NA,NA
"926",2,2013,6,0,7,7,3,NA,"",NA,NA
"927",1,2012,7,0,6,6,3,NA,"",NA,NA
"928",2,2002,17,0,1,1,5,NA,"",NA,NA
"929",2,2016,3,6,0,6,2,NA,"",NA,NA
"930",2,2014,5,5,0,5,4,NA,"",NA,NA
"931",1,2010,9,0,5,5,4,NA,"",NA,NA
"932",1,2012,7,0,4,4,1,NA,"",NA,NA
"933",1,2018,1,7,0,7,1,NA,"",NA,NA
"934",1,2005,14,0,3,3,5,NA,"",NA,NA
"935",1,2001,18,0,5,5,5,NA,"",NA,NA
"936",1,2003,16,0,3,3,4,NA,"",NA,NA
"937",2,2003,16,0,6,6,5,NA,"",NA,NA
"938",1,2004,15,0,4,4,4,NA,"",NA,NA
"939",1,2014,5,4,0,4,3,NA,"",NA,NA
"940",2,2012,7,0,4,4,0,NA,"",NA,NA
"941",1,2003,16,0,4,4,4,NA,"",NA,NA
"942",2,2009,10,0,5,5,3,NA,"",NA,NA
"943",1,2003,16,0,3,3,4,NA,"",NA,NA
"944",2,2003,16,0,3,3,3,NA,"",NA,NA
"945",2,2008,11,0,5,5,4,NA,"",NA,NA
"946",2,2002,17,0,3,3,5,NA,"",NA,NA
"947",2,2003,16,0,6,6,4,NA,"",NA,NA
"948",2,2018,1,7,0,7,1,NA,"",NA,NA
"949",1,2012,7,0,5,5,2,NA,"",NA,NA
"950",1,2004,15,0,4,4,2,NA,"",NA,NA
"951",1,2007,12,0,5,5,3,NA,"",NA,NA
